Cluster,Scaffold,SMILES,total_score,step
13,c1ccc2c(c1)[nH]c1c3nn[nH]c3cnc21,CN(C)c1nc2c3cc(C(=O)O)ccc3[nH]c2c2nnn(C(C)(C)C)c12,0.5633012704713296,1.0
14,c1cnc(NCC2CCCO2)c(-c2ccc3ncc(N4CCOCC4)cc3c2)c1,FC(F)(F)c1cnc(NCC2CCCO2)c(-c2ccc3ncc(N4CCOCC4)cc3c2)c1,0.6346622312329044,1.0
15,O=C(Nc1cccs1)C1CC(c2ccccc2)=NO1,Cc1csc(NC(=O)C2CC(c3ccccc3)=NO2)c1,0.7220124584219795,1.0
15,O=C(Nc1cccs1)C1CC(c2ccccc2)=NO1,COc1ccc(C2=NOC(C(=O)Nc3cc(C)cs3)C2)cc1,0.6184037467832987,46.0
15,O=C(Nc1cccs1)C1CC(c2ccccc2)=NO1,Cc1sc(NC(=O)C2CC(c3ccc(Cl)cc3)=NO2)c(C)c1C,0.5112820974433527,144.0
15,O=C(Nc1cccs1)C1CC(c2ccccc2)=NO1,Cc1csc(NC(=O)C2CC(c3ccccc3Cl)=NO2)c1,0.5658213220428568,149.0
16,O=C(c1ccccn1)N1CCC2(c3ccccc3)CC(C1)C2,O=C(c1ncc(F)cc1F)N1CCC2(c3ccccc3)CC(C1)C2,0.5747246431969111,1.0
17,O=c1nc(N2CCCCCC2)ccn1Cc1ccccc1,Cc1ccccc1Cn1ccc(N2CCCCCC2)nc1=O,0.5613355112402904,1.0
18,c1ccc(CNc2cccc3nccnc23)cc1,COc1ccccc1C(C)Nc1ccc(C(N)=O)c2nccnc12,0.655442902210338,1.0
19,O=C(Cc1ccccc1)Nc1ccccc1C(=O)NN1CCCC1,CC(C)(C(=O)Nc1ccccc1C(=O)NN1CCC(N)C1)c1ccccc1,0.5443554983890024,1.0
20,O=C(NC1CCc2c(ccc3[nH]ncc23)C1)NC1CN(Cc2ccccc2)C1,Cc1ccc(CN2CC(NC(=O)NC3CCc4c(ccc5[nH]ncc45)C3)C2)cc1,0.5066378224141027,2.0
21,N=C1CC(c2ccccc2)c2ccccc21,ON=C1CC(c2ccccc2)c2ccccc21,0.5361603115883239,2.0
21,N=C1CC(c2ccccc2)c2ccccc21,ON=C1CC(c2ccccc2)c2cc(Br)ccc21,0.5244196525681996,69.0
22,O=C1NC(=O)C(C#Cc2ccc3c(c2)OCCN3)(CN2Cc3ccccc3C2=O)N1,COc1ccc2c(c1)C(=O)N(CC1(C#Cc3ccc4c(c3)OCCN4C(N)=O)NC(=O)NC1=O)C2,0.6159635826304866,2.0
23,O=C(NCc1ccccc1)c1cc(=O)c2ccc(C3CCNCC3)cc2[nH]1,COc1ccc(CNC(=O)c2cc(=O)c3ccc(C4CCN(C)CC4)cc3[nH]2)cc1,0.5789185196303329,2.0
24,c1ccc(CCN2CCN(c3nccc(-c4ccccc4)n3)CC2)cc1,COc1ccccc1-c1nc(N2CCN(CC(O)c3ccccc3)CC2)ncc1Cl,0.5132822394622328,2.0
25,c1ccc(C2Cc3ccccc3C2)cc1,Oc1ccc(C2Cc3ccc(O)cc3C2)cc1,0.5865394754940672,2.0
26,c1ccc2c(c1)CCN(CCN1CCCCC1)C2,Oc1cc(O)c2c(c1)CCN(CCN1CCCCC1)C2,0.560768229338893,2.0
27,c1ccc(-c2nc(CCc3cn4ccccc4n3)cs2)nc1,Cc1ccc(C(N)=O)c2nc(CCc3csc(-c4ccccn4)n3)cn12,0.553013932531779,2.0
28,O=S(=O)(c1ccccc1)n1cccn1,CCC(=O)Nc1cc(C)nn1S(=O)(=O)c1ccc(OC)cc1,0.5328584119072013,2.0
29,c1ccc(-n2cnnn2)cc1,Fc1ccc(-n2nnnc2S)cc1,0.507266616580793,2.0
30,O=C1CC(=Nc2ccccc2)C(c2cn(CCN3CCOCC3)c3ccccc23)=NN1,O=C1CC(=Nc2ccccc2)C(c2cn(CCN3CCOCC3)c3ccccc23)=NN1,0.5943844365454047,3.0
31,O=C(NCCC1CCCCC1)c1c[nH]c2ncc(-c3ccccc3)nc12,O=C(NCC(O)C1CCCCC1)c1c[nH]c2ncc(-c3ccc(F)cc3)nc12,0.7192822522839991,3.0
31,O=C(NCCC1CCCCC1)c1c[nH]c2ncc(-c3ccccc3)nc12,CC(CNC(=O)c1c[nH]c2ncc(-c3ccc(F)cc3)nc12)C1CCCC1,0.6129025546660111,227.0
32,O=C1NC2(CCCCN2)c2ccc(-c3cccnc3)cc21,O=C(O)c1ccc(-c2ccc3c(c2)C(=O)NC32CCCCN2)cn1,0.5031748875473353,3.0
33,O=C1NC(c2ccccc2)N(CC2CCC2)CCN1C(=O)SC1=NCc2ccccc2C1,O=C1NC(c2ccc(F)cc2)N(CC2CC(O)C2)CCN1C(=O)SC1=NCc2ccccc2C1,0.5119244750092199,3.0
34,O=C(c1ccccc1)N1CCc2ccccc21,COc1cc(S(N)(=O)=O)ccc1C(=O)N1CCc2cc(Cl)ccc21,0.5631598700269301,3.0
34,O=C(c1ccccc1)N1CCc2ccccc21,[C-]#[N+]C1(C)CC(NC)c2ccc(S(N)(=O)=O)cc2N1C(=O)c1ccc(Cl)cc1,0.51346488395493,15.0
34,O=C(c1ccccc1)N1CCc2ccccc21,Cc1ccc(O)c(C(=O)N2c3ccc(Cl)cc3CC2C)c1,0.5946105530216543,91.0
34,O=C(c1ccccc1)N1CCc2ccccc21,Nc1ccc(C(=O)N2CCc3cc(Cl)ccc32)cc1Cl,0.5394148733218948,104.0
35,c1ccc(-c2ccc3ncnc(NCc4cccs4)c3c2)cc1,Cc1nc(NCc2cccs2)c2cc(-c3ccc(O)c(F)c3)ccc2n1,0.5357025717265071,3.0
36,O=C(NC1CC(S(=O)(=O)c2ccccc2)C=CO1)c1cc2ccccc2[nH]1,COc1ccc(Br)cc1S(=O)(=O)C1C=COC(NC(=O)c2cc3ccccc3n2C)C1C,0.6304652015593732,3.0
37,c1ccc(Oc2nccnc2N2CCCCC2)cc1,CCNc1ccc(Oc2nccnc2N2CCCCC2)cc1,0.5130845046678694,3.0
38,O=C(C1CCC(n2ccc(Nc3ccccc3)n2)CC1)N1CCCC1,[C-]#[N+]C1CC(C(=O)N2CCCC2C#N)CCC1n1cc(C(N)=O)c(Nc2ccc(Br)cc2)n1,0.5414332938527754,3.0
39,O=C1C=CC(C(=O)NCC2Cc3ccccc3C2Oc2ccccc2)CN1,Cc1ccc2c(c1)C(Oc1ccccc1)C(CNC(=O)C1C=CC(=O)NC1C)C2,0.6020828947821388,3.0
40,O=C1NC=C(C(=O)Nc2ccccc2)C(c2ccccc2)N1,CC1=C(C(=O)Nc2ccc(Cl)cc2)C(c2ccccc2)NC(=O)N1,0.5140195836400496,3.0
41,O=C(NCc1ccccc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,COc1cccc(CNC(=O)C2CCN(S(=O)(=O)c3ccc(N)c(C(C)C)c3)CC2)c1,0.5015076413054286,3.0
42,c1cc(N2CCOCC2)cc(-c2cn[nH]c2)n1,Cn1cc(-c2cc(N3CCOCC3)ccn2)cn1,0.5261297027746286,3.0
43,O=C(c1ccccc1)N1CCN(c2ccccc2)CC1,COc1cccc(N2CCN(C(=O)c3ccccc3)C(C)C2)c1,0.5015619714217036,3.0
43,O=C(c1ccccc1)N1CCN(c2ccccc2)CC1,CSc1ccc(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)cc1,0.5145971132737107,54.0
43,O=C(c1ccccc1)N1CCN(c2ccccc2)CC1,COc1cc(Br)cc(C(=O)N2CCN(c3ccccc3)CC2)c1,0.5628780852661956,79.0
43,O=C(c1ccccc1)N1CCN(c2ccccc2)CC1,COc1ccc(OC)c(C(=O)N2CCN(c3ccc(Cl)cc3)C(C)C2)c1,0.558054279007449,90.0
44,c1ccc(C2(c3nc(N4CCOCC4)c4nnc(-c5c[nH]c6ncccc56)n4n3)CC2)cc1,CC1COCCN1c1nc(C2(c3ccccc3)CC2)nn2c(-c3c[nH]c4ncccc34)nnc12,0.5111156218092907,3.0
45,c1ccc(Sc2ccccc2C2CCNC2)cc1,COc1ccc(Sc2cccc(C)c2C2CCNC2)cc1,0.6194244411755937,4.0
46,c1csc(-c2ccnn2-c2cnc3ccccc3n2)c1,O=C(O)CNc1nc2ccccc2nc1-n1nc(C(F)(F)F)cc1-c1cccs1,0.5320930602196792,4.0
47,O=C(NCc1ccc2c(c1)OCO2)c1cccn(Cc2ccccc2)c1=O,O=C(NCc1ccc2c(c1)OCO2)c1cccn(Cc2cccc(Cl)c2Cl)c1=O,0.6660372298451526,4.0
47,O=C(NCc1ccc2c(c1)OCO2)c1cccn(Cc2ccccc2)c1=O,O=C(NCc1ccc2c(c1)OCCO2)c1cccn(Cc2ccccc2Br)c1=O,0.5105956016505101,95.0
48,c1ncc2ccc(C3CCOCC3)nc2n1,Cc1nc(N)nc2nc(C3CCOCC3)cc(Cl)c12,0.6046265872676336,4.0
49,O=c1ccc(CCc2nc3nccnc3[nH]c2=O)c[nH]1,Cc1cnc2c(n1)nc(CCc1c[nH]c(=O)c(O)c1)c(=O)n2C,0.5073813160919812,4.0
50,c1cc(OCCN2CCNCC2)cc(-c2nc[nH]c2-c2ccncc2)c1,Cc1cc(-c2[nH]c(C(C)C)nc2-c2cc(F)cc(OCCN3CCN(C)CC3)c2)ccn1,0.5218314856403581,4.0
51,O=C(Nc1nccs1)c1ccc2c(c1)-c1ccccc1C2,O=C(Nc1nccs1)c1ccc2c(c1)-c1ccccc1C2(O)C(F)(F)F,0.5261497105565354,4.0
52,c1cncc(-c2ccc3ccccc3c2)c1,CC(N)C#Cc1cncc(-c2ccc3ccccc3c2)c1,0.6180050832569809,4.0
53,O=C1NC=NC1(c1cccc(OC2CCOC2)c1)c1cccc(-c2cccnc2)c1,Cc1cc(OC2CCOC2)cc(C2(c3cc(-c4cnccc4F)ccc3F)N=C(N)N(C)C2=O)c1,0.6487330187300151,4.0
54,O=C(NCc1ccccc1)Oc1ccc2c(c1)NCCC2,CC(=O)N1CCCc2ccc(OC(=O)NCc3ccccc3)cc21,0.5010991300249332,5.0
55,O=C(c1cccc(CN2CCOCC2)c1)N1CCN(c2ccnc3ccccc23)CC1,COc1ccc2ncc(C#N)c(N3CCN(C(=O)c4cc(CN5CCOCC5)cc(C(F)(F)F)c4Cl)CC3)c2c1,0.5014157416662295,5.0
56,O=C(Cc1ccccc1)Nc1ccc(-c2ccccc2)cc1,CC(C(=O)Nc1ccc(-c2ccccc2)cc1)c1ccc(S(C)(=O)=O)cc1,0.5015864132716836,5.0
57,O=C1OCCN1c1ccn2ncc(Nc3ccccc3)c2n1,CNC(=O)c1ccc(F)cc1Nc1cnn2ccc(N3C(=O)OCC3C(C)C)nc12,0.596062973684253,5.0
58,O=c1[nH]c(=S)c2ccccc2[nH]1,O=c1[nH]c(=S)c2ccccc2[nH]1,0.5896127122883128,5.0
59,O=C(NC(=S)Nc1ccccn1)c1ccccc1,Cc1nc(NC(=S)NC(=O)c2ccc(N(C)C)cc2)ccc1Br,0.6790808633836308,5.0
60,c1ccc(Nc2ncnc3ccccc23)cc1,COc1ccc2c(Nc3ccc(N(C)C)c(C)c3)ncnc2c1,0.5439085394284973,5.0
60,c1ccc(Nc2ncnc3ccccc23)cc1,NC(=O)c1cccc2c(Nc3ccc(Cl)cc3)ncnc12,0.6354313028058995,40.0
60,c1ccc(Nc2ncnc3ccccc23)cc1,CCOc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,0.5376479367334205,52.0
60,c1ccc(Nc2ncnc3ccccc23)cc1,Cc1cccc(Nc2ncnc3cc(C(N)=O)ccc23)c1,0.5814290613383766,58.0
60,c1ccc(Nc2ncnc3ccccc23)cc1,COc1ccc(Nc2ncnc3cc(C(N)=O)ccc23)c(C)c1,0.5628005814969286,65.0
60,c1ccc(Nc2ncnc3ccccc23)cc1,C#Cc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1O,0.5838259734984952,97.0
60,c1ccc(Nc2ncnc3ccccc23)cc1,C#Cc1cc2c(Nc3cc(Cl)ccc3Cl)nc(C)nc2cc1C,0.5381975367493054,126.0
60,c1ccc(Nc2ncnc3ccccc23)cc1,Cc1ccc(C#N)cc1Nc1ncnc2ccc(Cl)cc12,0.699182281972326,127.0
60,c1ccc(Nc2ncnc3ccccc23)cc1,Cc1nc(Nc2ccc(Cl)cc2N)c2cc(Cl)ccc2n1,0.6105165870691843,142.0
60,c1ccc(Nc2ncnc3ccccc23)cc1,Cc1nc(Nc2ccc(C)c(Cl)c2)c2cc(Cl)ccc2n1,0.6194893796910618,143.0
60,c1ccc(Nc2ncnc3ccccc23)cc1,Cc1nc(Nc2cccc(CO)c2)c2cc(Cl)ccc2n1,0.7350075299661143,145.0
60,c1ccc(Nc2ncnc3ccccc23)cc1,COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1OC,0.5497176376682912,148.0
61,O=C(CCc1nc(-c2ccccc2)no1)NC1=CCCCC1,Cc1ccc(C)c(-c2noc(CC(C)C(=O)NC3=C(C(=O)O)CCCC3)n2)c1,0.5703551554887044,5.0
62,c1ccc(Cc2ccccc2)cc1,CC(=O)NCCC(c1ccccc1)c1cccc(Cl)c1,0.5230993757627207,5.0
62,c1ccc(Cc2ccccc2)cc1,COc1ccc(Cc2cc(OC)c(Br)c(OC)c2)cc1OC,0.5591981552510091,63.0
62,c1ccc(Cc2ccccc2)cc1,CN(N)CC(c1cccc(Cl)c1)c1ccc(F)c(F)c1,0.5026104510191752,78.0
62,c1ccc(Cc2ccccc2)cc1,Cc1c(O)cc(C(O)c2ccc(O)cc2)cc1Br,0.5245010060627516,87.0
62,c1ccc(Cc2ccccc2)cc1,Oc1ccc(Cl)cc1Cc1ccc(Cl)cc1,0.6622110474731407,115.0
63,O=c1[nH]cc(Nc2cnnc3ccccc23)cc1-c1cn[nH]c1,Cn1cc(-c2cc(Nc3cnnc4cc(Cl)ccc34)cn(C)c2=O)cn1,0.6497571937689847,5.0
64,O=c1ccc2ccsc2[nH]1,CC(=O)NC(C)c1sc2c(c1N)c(Cl)c(Cl)c(=O)n2O,0.5777824462019101,6.0
65,c1cc2ncc3nn[nH]c3c2nc1N1CCNCC1,CCCn1nnc2cnc3ccc(N4CCNCC4)nc3c21,0.5111449668307161,6.0
66,O=C(NCC1CCCCC1)c1ccc(OCc2ccccc2)nc1,NC1(CNC(=O)c2ccc(OCc3cccc(Cl)c3)nc2)CCCCC1,0.5309245416093985,6.0
67,c1ccc2nc(-c3ccc4c(c3)OCO4)cnc2c1,Sc1nc2cc(Cl)cc(Cl)c2nc1-c1ccc2c(c1)OCO2,0.5622376246761139,6.0
68,O=C(C1CCC(CCN2CCc3ccccc3C2)CC1)N1CCc2ccccc2C1,CC1Cc2ccccc2CN1CCC1CCC(C(=O)N2CCc3ccccc3C2)CC1,0.5071613050839738,6.0
69,O=C(Nc1ccccc1)Nc1csc2ccccc12,O=C(Nc1ccc(F)cc1)Nc1csc2ccccc12,0.5686232137336846,6.0
70,O=C(Nc1ccccc1)Nc1ncc2cc(N3CCOCC3)ncc2n1,CCc1nc(NC(=O)Nc2ccccc2)nc2cnc(N3CCOCC3)cc12,0.5583385902636652,6.0
71,O=c1nc(OCC2CCOCC2)cc2n1CCc1cc(-c3ccccc3)ccc1-2,N#Cc1cccc(-c2ccc3c(c2)CCn2c-3cc(OCC3CCOCC3)nc2=O)c1,0.571035019927153,6.0
72,c1cc(Nc2ccc(C3CNCCO3)cc2)nc(-c2ccon2)c1,Cc1cc(-c2nc(Nc3ccc(C4CNCCO4)cc3)ccc2F)no1,0.6280147020568404,6.0
73,O=C(NCc1ccccc1)c1cncc(-c2ccc(OC3CCCCC3)nc2)n1,O=C(NCc1ccccc1Cl)c1cncc(-c2ccc(OC3CCC(O)CC3)nc2)n1,0.5570827997893453,6.0
74,O=c1ccn(Cc2ccccc2)c2ccccc12,Nc1cccc2c1c(=O)ccn2Cc1ccccc1Br,0.5594290566040234,6.0
75,O=C1C(=Cc2ccccc2)Oc2ccccc21,COc1cc(C=C2Oc3cc(C)ccc3C2=O)ccc1O,0.6091859146773784,6.0
76,c1ccc2[nH]c(C3CCN(c4ccnc5c4cnn5C4CCOCC4)CC3)nc2c1,CCn1c(C2CCN(c3cc(OC)nc4c3cnn4C3CCOCC3)CC2)nc2ccccc21,0.5552453274812219,6.0
77,O=C1Cc2ccccc2-c2ccc(Nc3ccccn3)cc2N1,CN1C(=O)Cc2ccccc2-c2ccc(Nc3ncccc3Cl)cc21,0.5971440597267652,6.0
78,c1ccc2c(c1)CCN2C1CCN(c2ccc(-n3cccc3)nn2)CC1,Cc1ccc(C)n1-c1ccc(N2CCC(N3CCc4ccc(Cl)cc43)CC2)nn1,0.6434270812284867,6.0
78,c1ccc2c(c1)CCN2C1CCN(c2ccc(-n3cccc3)nn2)CC1,Cc1ccc(C)n1-c1ccc(N2CCC(N3CCc4ccccc43)CC2)nn1,0.5122020891685077,98.0
79,c1ccc(-c2ccncc2)cc1,CCCSc1nc(N)c(C#N)c(-c2ccccc2)c1C#N,0.5792689359210135,7.0
79,c1ccc(-c2ccncc2)cc1,COc1cc(Cl)c(Cl)c(-c2c(C#N)c(C)nc(C)c2C#N)c1OC,0.6305505178879105,94.0
79,c1ccc(-c2ccncc2)cc1,Cc1cnccc1-c1ccc(-c2ccc(C(N)=O)c(O)c2)cc1Cl,0.5173696221415983,95.0
80,C1=NC(=NCc2ccccc2)SC1=Cc1ccccc1,COc1ccc(CN=C2N=C(N)C(=Cc3ccccc3)S2)cc1,0.6895371169465835,7.0
80,C1=NC(=NCc2ccccc2)SC1=Cc1ccccc1,COc1cc(C=C2SC(=NCc3ccc(C(=O)O)cc3)N=C2N)cc(Cl)c1O,0.6161680975542281,100.0
81,O=c1[nH]c(=O)c2c(NCc3cccc4ccccc34)ncnc2[nH]1,Cn1c(=O)[nH]c2ncnc(NCc3cccc4ccccc34)c2c1=O,0.5644013141678025,7.0
82,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,COc1ccc(C(=O)Nc2ccc(F)c(C3(C(F)F)N=C(N)OC4CC43)c2)nc1,0.568293972620744,7.0
83,c1ccc(CC2CC(c3ccccc3)=NO2)cc1,FC(F)(F)Oc1ccc(C2=NOC(Cc3ccccc3)C2)cc1,0.5386209998709903,7.0
83,c1ccc(CC2CC(c3ccccc3)=NO2)cc1,CNC(=O)c1ccc(C2=NOC(Cc3ccc(C(C)C)cc3)C2)cc1,0.5841823723764292,67.0
83,c1ccc(CC2CC(c3ccccc3)=NO2)cc1,COc1ccc(CC2CC(c3cccc(Cl)c3Cl)=NO2)cc1OC,0.5013808448529009,81.0
84,O=C(Nc1ccccc1)c1ccc2c(c1)OCCO2,O=C(Nc1ccc(Br)cc1F)c1ccc2c(c1)OCCO2,0.532940138879131,7.0
85,O=C(CCc1ccccc1)Nc1cccs1,Cc1cc(NC(=O)CCc2ccccc2F)sc1C#N,0.5507192497331805,7.0
86,O=C1N(Cc2ccccc2)CCCC12CCN(c1ncnc3ccccc13)CC2,COc1ccccc1CN1CCCC2(CCN(c3ncnc4c(C(N)=O)cccc34)CC2)C1=O,0.7159287974348152,7.0
86,O=C1N(Cc2ccccc2)CCCC12CCN(c1ncnc3ccccc13)CC2,COc1cc(OC)c(CN2CCCC3(CCN(c4ncnc5c(C(N)=O)cccc45)CC3)C2=O)cc1Cl,0.5270353145534995,99.0
87,O=C(c1cccc2nc(Nc3ccc(-n4ncc(=O)[nH]c4=O)nc3)ccc12)N1CCC1,O=C(c1cccc2nc(Nc3cnc(-n4ncc(=O)[nH]c4=O)c(Cl)c3)ccc12)N1CCC1,0.5210637309552644,7.0
88,c1ccncc1,Cc1cc(O)c(S(N)(=O)=O)c(S)n1,0.5393975098239546,7.0
89,O=c1nc(OCC2COc3ccccc3O2)cc2n1CCc1ccccc1-2,CN(C)CCc1ccc2c(c1)-c1cc(OCC3COc4ccc(F)cc4O3)nc(=O)n1CC2,0.5926464906047428,7.0
90,O=C(Nc1nccs1)C1=Cc2ccccc2C1,CC(=O)c1sc(NC(=O)C2=C(O)c3ccccc3C2)nc1C,0.5945108352354559,8.0
91,O=C(c1cn2c3c(cccc13)CNCC2)c1nnc2cc(-c3cccnc3)ccn12,COc1cncc(-c2ccn3c(C(=O)c4cn5c6c(cccc46)CN(C(C)=O)CC5)nnc3c2)c1,0.5267726112559508,8.0
92,c1ccc2c(c1)N=C(N1CCOCC1)c1ccccc1N2,Clc1ccc2c(c1)N=C(N1CCOCC1)c1ccc(Cl)cc1N2,0.5771521767166035,8.0
92,c1ccc2c(c1)N=C(N1CCOCC1)c1ccccc1N2,Oc1ccc2c(c1)Nc1ccccc1N=C2N1CCOCC1,0.5263825720846683,78.0
93,c1ccc(-c2ncnc(NC3CCCC3)n2)cc1,COc1nc(NC2CCCC2)nc(-c2ccc(CC(C)NC(C)=O)cc2)n1,0.5352607766732632,8.0
94,O=C(c1cn(C2CC2)c2ccccc2c1=O)N1CCOCC1,O=C(c1cn(C2CC2)c2ccccc2c1=O)N1CCOCC1,0.5024606877286483,8.0
95,c1nc2cc(-c3ccc4c5[nH]c=5cc(N5CC6CNCC6C5)[nH]c4n3)ccc2[nH]1,Clc1c(N2CC3CNCC3C2)[nH]c2nc(-c3ccc4[nH]cnc4c3)ccc2c2[nH]c1=2,0.500805721716729,8.0
96,c1ccc2c(c1)Cc1ncncc1O2,CC(C)CNCc1ccc2c(c1)Cc1ncnc(N)c1O2,0.5451311998514541,8.0
97,c1ccc(CSc2nc3ccccc3s2)cc1,N#Cc1ccc2nc(SCc3ccc(F)cc3)sc2c1,0.5117393864199801,8.0
98,O=C(NCc1cnn(-c2ccccc2)c1)c1ccccc1,O=C(NCc1cnn(-c2ccccc2)c1)c1c(O)cc(O)c(Cl)c1Cl,0.558015873357743,8.0
99,c1ccc(CNc2ncnc3ccc(N4CCNCC4)cc23)cc1,Cc1cc2ncnc(NCc3ccccc3Br)c2cc1N1CCN(C)CC1,0.5348805677229421,8.0
100,O=C(c1cnn(-c2nc3c(c(=O)[nH]2)CCC3)c1)N1CCCCC1,Cc1c(C(=O)N2CCC(C(F)(F)F)CC2)cnn1-c1nc2c(c(=O)[nH]1)CCC2,0.5518548242665793,8.0
101,c1ccc(-c2ccc(Cn3cnc4cncnc43)cc2)cc1,CC(C)(C)c1ccc(-c2ccc(Cn3cnc4c(N)ncnc43)cc2)cc1,0.511462725712006,8.0
102,O=C(Nc1cn[nH]c1N1CCNCC1)c1ccccn1,COc1cnc(C(=O)Nc2cnn(C)c2N2CCN(C)CC2)c(OC(C)C(F)(F)F)c1,0.501584090501341,9.0
103,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc2c(c1)OCCO2,COc1ccccc1NC(=O)NS(=O)(=O)c1ccc2c(c1)OCCO2,0.5509393307664767,9.0
104,O=c1ncn2c3c(cccc13)CCC2,CC1(C)CCn2c(N)nc(=O)c3ccc(F)c1c32,0.5304645228994287,9.0
105,O=C(COc1ccc2c(c1)OCO2)Nc1ccc2c(c1)CCCO2,CC(Oc1ccc2c(c1)OCO2)C(=O)Nc1ccc2c(c1)CC(O)CO2,0.5873943366150591,9.0
106,c1ccc2c(NC3CCNCC3)ccnc2c1,CN1CCC(Nc2ccnc3ccccc23)CC1,0.5496199165631113,9.0
106,c1ccc2c(NC3CCNCC3)ccnc2c1,CC(=O)c1cc(NC2CCN(C)CC2)c2cc(Cl)c(Cl)cc2n1,0.6349012374334424,66.0
106,c1ccc2c(NC3CCNCC3)ccnc2c1,Cc1nc2ccc(Cl)cc2c(NC2CCN(C)CC2)c1C#N,0.6579402175449458,241.0
