Cluster,Scaffold,SMILES,total_score,step
10,c1ccc(-c2nc(Nc3ccc(N4CCNCC4)cc3)n3nccc3n2)cc1,Fc1cc(Nc2nc(-c3ccc(Cl)cc3)nc3ccnn23)ccc1N1CCNCC1,0.5731480912770719,1.0
11,O=C(OC1CC2C(=O)CC3C4CCC(=O)C4CCC1C23)c1ccccc1,CC12CCC3C(OC(=O)c4ccccc4)CC4C(=O)CC(C43)C1CCC2=O,0.531939537612497,2.0
12,O=C(Nc1cccc(N2CCN(C(=O)C3CCCN3)CC2)c1)c1ncc[nH]1,COc1ccc(NC(=O)c2ncc(C#N)[nH]2)cc1N1CCN(C(=O)C2CCCN2)CC1,0.5319034051306588,2.0
13,C=C1C=COc2ccc3ccccc3c21,CC(OC(C)C)=C1C(C#N)=C(N)Oc2ccc3ccccc3c21,0.5861600859164939,2.0
14,O=c1[nH]c2c(sc3cccnc32)c(=O)n1CC1CCCO1,O=c1[nH]c2c(sc3cccnc32)c(=O)n1CC1CCCO1,0.5041097096785211,2.0
15,O=C(c1cc2c(=O)n3c(nc2s1)CCCCC3)N1CCc2ccccc21,O=C(c1cc2c(=O)n3c(nc2s1)CCCCC3)N1CCc2ccccc21,0.5049014003691313,2.0
16,C(=Nn1cnnc1)c1ccccc1,CCc1nnc(S)n1N=Cc1cccc(Cl)c1,0.5540376735468556,2.0
16,C(=Nn1cnnc1)c1ccccc1,COc1ccc(C=Nn2cnnc2S)cc1,0.5376917772141326,31.0
17,c1cnc2ccc(CN3CCCCC3)cc2c1,Nc1ccc2cc(CN3CCCCC3)ccc2n1,0.5067494136114145,2.0
18,O=C(NC(Cc1ccc(C2CC2)cc1)C1CC1)c1ccccc1,O=C(NC(Cc1ccc(C2CC2)cc1)C1CC1)c1ccc(F)cc1,0.6129085225269789,2.0
19,c1ccc(-c2ccc(NC3CCCNC3)nc2)cc1,Cc1cccc(-c2cc(C(N)=O)c(NC3CCCNC3)nc2N)c1,0.5474672290729165,2.0
20,c1cc2nc(C3(CN4CCOCC4)CCC3)[nH]c2nc1N1CCC(N2CCCCCC2)CC1,c1cc2nc(C3(CN4CCOCC4)CCC3)[nH]c2nc1N1CCC(N2CCCCCC2)CC1,0.5509750814364897,3.0
21,O=c1[nH]cnc2[nH]c3ccccc3c12,CCCn1c(S)nc2c(c1=O)c1ccccc1n2CC(C)C,0.5087099043423291,3.0
22,c1ccc(-c2ncc3c(n2)N(C2CCOCC2)CC3)cc1,NCc1ccc(-c2ncc3c(n2)N(C2CCOCC2F)CC3(F)F)cc1,0.6501994514253293,3.0
23,O=c1[nH]c2nc[nH]c2c2ccccc12,O=c1[nH]c2nc[nH]c2c2cccc(C(F)(F)F)c12,0.6226515415129593,3.0
24,O=C(Nc1nnc(-c2ccccc2)s1)c1cccc2c1OCCN2,COc1cccc(-c2nnc(NC(=O)c3cccc4c3OCCN4)s2)c1OC,0.609477919714349,3.0
25,c1cc(-c2ccc3[nH]ccc3c2)ccn1,Cc1cnccc1-c1ccc2[nH]cc(CCN(C)C)c2c1,0.5102195378003539,3.0
26,c1cnn(-c2ccc(N3CCC(N4CCCCC4)CC3)nn2)c1,Cc1nn(-c2ccc(N3CCC(N4CCCCC4)CC3)nn2)c(C)c1C(N)=O,0.5384039700041494,3.0
27,O=C(c1c[nH]nn1)c1cc2ccccc2[nH]1,CC(C)c1[nH]nnc1C(=O)c1cc2cc(Cl)ccc2[nH]1,0.5343431965106894,3.0
28,c1ccc(-c2ccnc3cc(Oc4ccccn4)ccc23)cc1,NC(=O)c1cc(-c2ccc(F)c(F)c2)c2ccc(Oc3ccccn3)cc2n1,0.507489814617249,3.0
29,O=C(NCc1ccccc1)c1ccnc(Cc2ccccc2)n1,O=C(NCc1ccccc1F)c1nc(Cc2ccccc2)nc(O)c1O,0.5402341968935299,3.0
30,C(#Cc1ccccc1)Cc1ccccc1,C#Cc1ccc(C#CC(CC(=O)O)c2ccccc2)cc1C,0.5300898707256223,3.0
31,O=C(CCc1ccccc1)N1CCc2ccc(-c3ccccc3)cc21,COc1ccc(CCC(=O)N2CCc3ccc(-c4ccc(C(N)=O)c(F)c4)cc32)cc1,0.5751258034720577,3.0
32,C(=Cc1cnc2ccccc2c1)c1ccccc1,Oc1ccc(C=Cc2cnc3ccccc3c2)cc1,0.5696504051829206,3.0
33,O=c1[nH]c(=O)c2cc(COc3ccc(OCc4ccccc4)cc3)ccc2[nH]1,NC(=O)c1cc(OCc2ccc3[nH]c(=O)[nH]c(=O)c3c2)ccc1OCc1ccccc1,0.5110307685540897,4.0
34,O=C(c1ccccc1)c1cccs1,CC(C)(C)c1cc(F)c(O)c(C(=O)c2cccs2)c1,0.6500743171224292,4.0
34,O=C(c1ccccc1)c1cccs1,CC(=O)Nc1cc(C)c(C(=O)c2ccccc2N)s1,0.5220421106305445,131.0
35,c1ccc2c(c1)SCCc1ccc(CN3CCNCC3)cc1-2,CN1CCN(Cc2ccc3c(c2)-c2ccccc2SC(C)(C)C3)CC1,0.5952524069662928,4.0
36,c1ccc(CCN2CCN(C3CCCC3)CC2)cc1,OC(CN1CCN(C2CCCC2)CC1)c1ccc(Cl)c(Br)c1,0.5760563643578295,4.0
37,c1ccc2c(NC3CCCNC3)ncnc2c1,N#Cc1ccc2ncnc(NC3CCCNC3)c2c1,0.5355390938536579,4.0
37,c1ccc2c(NC3CCCNC3)ncnc2c1,CN1CCCC(Nc2ncnc3c(O)cccc23)C1,0.6387031031621312,81.0
37,c1ccc2c(NC3CCCNC3)ncnc2c1,CN1CCCC(Nc2ncnc3c(C#N)cccc23)C1,0.6464828467318535,107.0
38,c1ccc2c(c1)Cc1cn[nH]c1-2,Cn1nc(CCN)c2c1-c1ccccc1C2,0.5470316942949214,4.0
39,C(#Cc1ccc(N2CCNCC2)cc1)CN1CCOCC1,CCCOc1cc(C#CCN2CCOCC2)ccc1N1CCN(C)CC1,0.5620261181725253,4.0
40,O=c1ccn(-c2ccccc2)c(=O)[nH]1,CCCc1cc(=O)n(O)c(=O)n1-c1cc(C)ccc1C,0.5242924186781824,4.0
41,c1ccc2[nH]c(-c3cscn3)nc2c1,Cc1cccc2[nH]c(-c3cscn3)nc12,0.5644649040478981,4.0
42,O=S(=O)(NC1CCCC1)c1ccc2[nH]ccc2c1,O=S(=O)(NC1CCCC1)c1ccc2[nH]cc(Cl)c2c1,0.5797233259972687,4.0
43,O=C1NCc2[nH]c3ncnc(NCCc4ccccc4)c3c21,O=C1NCc2[nH]c3ncnc(NCCc4cccc(F)c4)c3c21,0.556143147751279,4.0
44,O=C1NC(=O)C(=Cc2ccccc2N2CCCC2)S1,COc1ccc(C=C2SC(=O)NC2=O)c(N2CCC(F)C2)c1,0.6114742306397072,4.0
45,O=C(CCSc1nc2sc3[nH]c(=O)[nH]c(=O)c3c2s1)Nc1ccccc1,CCCn1c(=O)[nH]c(=O)c2c3sc(SCCC(=O)Nc4ccc(OC)cc4)nc3sc21,0.5412749939067132,4.0
46,c1ccc(Oc2ccccc2)cc1,CN(C)Cc1cc(Cl)ccc1Oc1ccc(CC(=O)O)cc1,0.6112041693058801,4.0
46,c1ccc(Oc2ccccc2)cc1,C#Cc1ccccc1Oc1ccc(Cl)cc1CN(C)C,0.5637243870429477,76.0
46,c1ccc(Oc2ccccc2)cc1,NC(=O)NCc1ccc(Oc2ccccc2)cc1,0.5614121753159951,85.0
46,c1ccc(Oc2ccccc2)cc1,CC(C)N(C)Cc1cc(Cl)ccc1Oc1ccc(C#N)cc1,0.6845287796572125,99.0
46,c1ccc(Oc2ccccc2)cc1,N#Cc1ccc(Oc2ccc(CN)cc2)c(Cl)c1,0.5325024607684531,117.0
46,c1ccc(Oc2ccccc2)cc1,CCN(CC)Cc1cc(Cl)ccc1Oc1ccc(N)cc1F,0.7093197848588984,144.0
46,c1ccc(Oc2ccccc2)cc1,CCN(CC)Cc1cc(Cl)ccc1Oc1cccc(C#N)c1,0.6624710197229008,154.0
46,c1ccc(Oc2ccccc2)cc1,CCN(CC)Cc1cc(Cl)ccc1Oc1ccc(Cl)cc1,0.5747360629940312,167.0
46,c1ccc(Oc2ccccc2)cc1,Cc1cc(Cl)ccc1Oc1ccc(CCN)cc1,0.5636808474548284,191.0
47,O=C(NC1CCCC1)c1cccc(C(=O)c2c[nH]c3ncncc23)c1,CC(C)n1cc(C(=O)c2cccc(C(=O)NC3CCCC3)c2)c2cncnc21,0.5458118628417681,4.0
48,O=C1CC2(CCN(c3ccncn3)C2)CN1CC1CCC1,CC(Nc1cc(N2CCC3(CC(=O)N(CC4CCC4)C3)C2)ncn1)C(F)(F)F,0.6500639483078804,4.0
49,O=C(Cc1ccc(=O)[nH]c1)NCc1ccccc1,CCn1c(C)c(CC(=O)NCc2ccc(Cl)cc2)c(C)c(C#N)c1=O,0.5332262409315207,4.0
50,c1ccc(-c2ccoc2-c2ccncn2)cc1,CCOC(=O)c1cc(-c2ccc(OC)cc2)c(-c2ccnc(N)n2)o1,0.5361317608218444,4.0
51,O=C(NCC1CCCNC1)c1nccnc1Nc1cncnc1,Cc1cnc(C(=O)NCC2CCCN(C)C2)c(Nc2cncnc2)n1,0.525756985808859,5.0
52,O=c1cc(CCCN2CCN(C3CCCCC3)CC2)nc2n1CCCN2,O=c1c(O)c(CCCN2CCN(C3CCCCC3)CC2)nc2n1CCCN2,0.526542809267071,5.0
53,c1cc2c(cc1OC1CC3CCC1C3)C1(CCCCC1)C1(CCCOCC1)C2,COC1CCC2(CC1)c1cc(OC3CC4CCC3C4)ccc1CC21CCOC(C)(C)C(O)C1,0.5992458968090942,5.0
54,c1ccc2c(c1)CCC(NC1CCCN(C3CC3)C1)CC2,CCCN(C1CCc2ccccc2CC1)C1CCCN(C2CC2)C1,0.510130161519863,5.0
55,c1cc(N2CCCCCC2)c2[nH]cnc2c1,Cn1cnc2c(C(N)=O)ccc(N3CCCCC(N)C3)c21,0.5506171960896807,5.0
56,O=C(NCC1CC(c2ccccc2)C1)Nc1ccccc1,O=C(NCC1CC(c2ccccc2)C1)Nc1ccc(F)cc1F,0.5088699104891761,5.0
57,O=c1nc(NCc2ccccc2)c2ncccc2[nH]1,COc1cc(CNc2nc(=O)[nH]c3cccnc23)ccc1OC(C)C,0.5383392917081162,5.0
58,c1ccc(-c2ccccc2C2CC2)cc1,NCC1CC1c1ccccc1-c1ccccc1,0.5914549388794053,5.0
59,c1ccc2c(c1)CC1NCCc3cccc-2c31,CC(C)(C)NCC(=O)N1CCc2cccc3c2C1Cc1ccc(O)cc1-3,0.6256575347543277,5.0
59,c1ccc2c(c1)CC1NCCc3cccc-2c31,CN1CCc2cccc3c2C1Cc1ccccc1-3,0.5876295344349437,9.0
59,c1ccc2c(c1)CC1NCCc3cccc-2c31,COc1cccc2c1-c1cccc3c1C(C2)N(CCN(C)C)CC3,0.5831319943560328,144.0
59,c1ccc2c(c1)CC1NCCc3cccc-2c31,CCCc1ccc2c3c1-c1cc(Cl)ccc1CC3N(C)CC2,0.542262722881637,147.0
59,c1ccc2c(c1)CC1NCCc3cccc-2c31,CCCN1CCc2cccc3c2C1Cc1ccc(Cl)cc1-3,0.7760102839421547,191.0
59,c1ccc2c(c1)CC1NCCc3cccc-2c31,c1ccc2c(c1)CC1NCCc3cccc-2c31,0.5972919270231896,275.0
59,c1ccc2c(c1)CC1NCCc3cccc-2c31,Clc1ccc2c(c1)-c1cccc3c1C(C2)NCC3,0.6011751543768413,312.0
60,c1ccc(Nc2ncnc3cc4c(cc23)OCCO4)cc1,c1ccc(Nc2ncnc3cc4c(cc23)OCCO4)cc1,0.5226441602653673,5.0
61,C1=CC=C2C(C=C1)SCc1nnc(-c3ccccc3)n12,COC1=CC=C2C(C=C1OC)SCc1nnc(-c3ccc(OC)c(OC)c3)n12,0.5344163532436946,5.0
62,c1ccc(CCNCc2ccccn2)cc1,Fc1ccc(CCNCc2ccccn2)cc1,0.5001925277959705,5.0
62,c1ccc(CCNCc2ccccn2)cc1,FC(F)(F)Oc1ccc(CCNCc2ccccn2)cc1,0.5522716735554454,14.0
63,O=C(NCc1cc(-c2ccccn2)c[nH]1)C1CCCCC1,Cn1cc(-c2ccc(N)c(C#N)n2)cc1CNC(=O)C1CCCCC1,0.5295755820965906,6.0
64,O=C1Nc2ccccc2C1C(=O)N1CCCC1C(=O)N1CCN(c2ccccc2)CC1,O=C1Nc2ccccc2C1C(=O)N1CCCC1C(=O)N1CCN(c2ccc(F)cc2Cl)CC1,0.5567702410900487,6.0
65,O=C(Cc1ccc(-c2ccccc2)cc1)N1CCNCC1,CN1CCN(C(=O)C(C)(C)c2ccc(-c3ccc(CC(=O)O)cc3)cc2)CC1,0.5168464659924915,6.0
66,c1cc2c(ccn2CCN2CCCCC2)cn1,FC(F)(F)c1nccc2c1ccn2CCN1CCCCC1,0.520476743874749,6.0
67,c1ncc2cc(Sc3ccnc4[nH]ccc34)ccc2n1,C=CCc1[nH]c2nccc(Sc3ccc4nc(N)nc(N)c4c3)c2c1C,0.513510384029781,6.0
68,c1coc(-c2ccc3ncc(Nc4cc[nH]n4)n3n2)c1,Cc1cc(Nc2cnc3ccc(-c4ccco4)nn23)n[nH]1,0.5184618316714567,6.0
69,C(#Cc1cccs1)c1ccccc1,COc1cccc(C#Cc2cc(C(N)=O)c(NC(N)=O)s2)c1,0.5915667313009022,6.0
70,c1ccc(-c2cc3ccccc3cn2)cc1,COc1ccc2cc(-c3ccc(NC(=O)NN)cc3)nc(N)c2c1,0.5879061655764586,7.0
71,O=C1NC2(CCCCC2)c2cc(Cc3ccccc3)ncc21,CC1CCCCC12NC(=O)c1cnc(Cc3ccccc3)cc12,0.5863093724264151,7.0
72,c1csc(-c2ncc3ccsc3n2)n1,CCC(=O)N(CC)c1nc(-c2nccs2)nc2sc(CC)cc12,0.556167442265314,7.0
73,O=C(Nc1ccccc1)c1cccc(-c2ccccn2)n1,CC(C)Oc1ccc(NC(=O)c2cccc(-c3ccc(F)cn3)n2)cc1,0.5999603606277113,7.0
74,c1ccc2c(c1)oc1ccccc12,Oc1cc(O)c2c(c1)oc1ccccc12,0.5053508435922272,7.0
74,c1ccc2c(c1)oc1ccccc12,Nc1ccc2c(c1)oc1ccccc12,0.5115338298075244,49.0
75,O=C(Nc1cc(-c2cn[nH]c2N2CCC3(CC3)Oc3ccccc3C2)ccn1)c1coc(C2CC2)n1,Cn1ncc(-c2ccnc(NC(=O)c3coc(C4CC4)n3)c2)c1N1CCC2(CC2)Oc2c(F)cc(O)cc2C1,0.5396790076989608,7.0
76,c1ccc2c(c1)cc1n2CCC1,C#Cc1c2n(c3ccc(OCC(=O)O)cc13)CC(C)(C)C2,0.6304814336101521,8.0
76,c1ccc2c(c1)cc1n2CCC1,C#Cc1c2n(c3ccccc13)CCCC2,0.5232244796381416,76.0
77,O=C(NC1=NCN2CCCC1C2)c1ccc2ccccc2c1,N#Cc1ccc2cc(C(=O)NC3=NCN4CCCC3C4)ccc2c1,0.5836668253934476,8.0
78,c1ccc2cc(OCCN3CCNCC3)ccc2c1,CCN1CCN(CCOc2ccc3c(C(O)(C(C)(F)F)C(F)(F)F)cccc3c2)CC1,0.6098218723734027,8.0
79,c1ccc2c(c1)nc1ccccn12,CCCCc1cccc2nc3ccc(C)cc3n12,0.5084957571070355,8.0
80,c1ccccc1,COc1cc(C(O)CNC(C)(C)C)cc(C)c1N,0.5448777888895845,8.0
80,c1ccccc1,Cc1ccc(CCCC(C)C)c(N)c1C,0.5404141795506542,35.0
80,c1ccccc1,CCCCCOc1cc(C)cc(N)c1C#N,0.5806286919716126,96.0
80,c1ccccc1,CCOC(=O)c1c(C)c(Br)c(O)c(CC)c1C,0.572850509218001,123.0
81,c1ccc(C2CC2c2ccccc2)cc1,NS(=O)(=O)c1ccc(C2C(C(=O)O)C2c2ccc(F)c(Cl)c2)cc1,0.5963226894657052,8.0
82,c1ccc2sccc2c1,CNC(=O)c1cc2ccc(C(F)(F)F)cc2s1,0.5108101331838221,8.0
82,c1ccc2sccc2c1,Cc1cc2cc(S(N)(=O)=O)sc2c(C)c1C,0.5260763101265963,9.0
82,c1ccc2sccc2c1,CN(C)CCc1cc(C(C)(C)C)c2ccsc2c1,0.6080812504112917,27.0
82,c1ccc2sccc2c1,NCCNC(=O)c1cc2c(Cl)cccc2s1,0.520683638863611,43.0
82,c1ccc2sccc2c1,COc1ccc2c(C)c(C(C)C)sc2c1,0.5947856727101443,114.0
82,c1ccc2sccc2c1,CCCc1c(C(N)=O)sc2cc(OC)c(Cl)cc12,0.5525975526014286,127.0
83,O=c1c2ccccc2ncn1-c1ccc(-c2ccccc2)cc1,Cc1nc2ccccc2c(=O)n1-c1ccc(-c2ccccc2S(=O)(=O)N(C)C)c(F)c1,0.5349412208220958,8.0
84,O=C1NC(=Cc2ccccc2)c2cc3ccccc3nc21,O=C1NC(=Cc2ccc(Br)cc2)c2cc3ccccc3nc21,0.5642084081342549,8.0
85,c1ccc2cnccc2c1,CCN(CC)CCN(C)Cc1cc2ccccc2cn1,0.5078053405696749,8.0
85,c1ccc2cnccc2c1,Cc1ccc(Cl)c2c(C)nc(N)cc12,0.6037562305361038,132.0
86,O=c1[nH]sc(NC2CCCCC2)c1-c1nc2ccccc2s1,NC1CCC(Nc2s[nH]c(=O)c2-c2nc3ccccc3s2)CC1,0.6231891950221974,9.0
87,c1ccc2c(N3CCN(CCC4CCC4)CC3)nsc2c1,c1ccc2c(N3CCN(CCC4CCC4)CC3)nsc2c1,0.5729033689712013,9.0
88,c1ccc2c(CN3CCNCC3)csc2c1,c1ccc2c(CN3CCNCC3)csc2c1,0.5011400309652553,9.0
88,c1ccc2c(CN3CCNCC3)csc2c1,CN1CCCN(Cc2csc3ccc(Cl)cc23)CC1,0.629458942304087,293.0
89,O=S(=O)(Nc1ccccc1)c1ccccc1,COc1ccc(S(=O)(=O)Nc2cccc(S(N)(=O)=O)c2)cc1,0.5363760031031932,9.0
89,O=S(=O)(Nc1ccccc1)c1ccccc1,CC(=O)Nc1cc(S(=O)(=O)Nc2ccc(Cl)cc2N)c(Cl)cc1Cl,0.5267972822718757,56.0
89,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccc(Cl)c(Cl)c1O)c1ccc(Cl)c(Cl)c1,0.6101890573697741,57.0
89,O=S(=O)(Nc1ccccc1)c1ccccc1,N#Cc1ccc(S(=O)(=O)Nc2ccccc2Cl)cc1Cl,0.5441617836631072,78.0
89,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccc(F)cc1)c1cc(Cl)cc(Cl)c1,0.5494639952838195,96.0
90,c1ccc2nc(Nc3ccc(N4CC5CNCC5C4)cn3)ccc2c1,FC(F)(F)c1ccc2ccc(Nc3ccc(N4CC5CNCC5C4)cn3)nc2c1,0.5055626211696592,9.0
91,O=c1ccc(-c2cc3ccc(N4CCNCC4)cc3nc2-c2ccccc2)c[nH]1,Cc1cc(-c2cc3ccc(N4CCNCC4)cc3nc2-c2ccc(F)cc2)c[nH]c1=O,0.5004266408825727,9.0
92,c1ccc(-c2cnn3ccc(N4CCCCCC4)nc23)cc1,c1ccc(-c2cnn3ccc(N4CCCCCC4)nc23)cc1,0.5457663085195699,9.0
93,c1cnc2cnc(CCc3nc(N4CCC4)n[nH]3)nc2c1,CNc1nc(CCc2nc(N3CCC3)nn2C)nc2c(C)ccnc12,0.5692973012535771,9.0
94,O=C(Nc1c[nH]cn1)c1ccn2ccccc12,CC(C)c1cc(C(=O)Nc2cn(C)cn2)c2ccccn12,0.5401847520172616,9.0
95,O=C(NCc1ccccc1)N1Cc2cncnc2C1,COc1ccccc1CNC(=O)N1Cc2c(OC)ncnc2C1CC(C)C,0.5028331649133142,9.0
96,O=S(=O)(c1nn(-c2ccccc2)c2ncccc12)N1CCC(N2CCCC2)CC1,Cc1ccc2c(S(=O)(=O)N3CCC(N4CCCC4)CC3)nn(-c3ccccc3)c2n1,0.5237778234721826,9.0
97,O=C(NC1CCOCC1)c1cccc(S(=O)(=O)c2ccccc2)c1,CC1COCCC1NC(=O)c1cc(S(=O)(=O)c2ccc(C(=O)O)cc2)c(Cl)cc1Cl,0.6011960342438225,10.0
98,c1ccc(C2CCc3ccccc3C2)cc1,COC(=O)C1Cc2c(O)cccc2CC1c1cccc(O)c1,0.5876574998598659,10.0
99,O=C(Nc1cnccc1N1CCCC1)c1nc(C2CCOCC2)cn2ccnc12,O=C(Nc1cnccc1N1CCC(F)C1)c1nc(C2CCOCC2)cn2ccnc12,0.5133380341365119,10.0
100,O=C(NCc1ccccc1)N1Cc2cc(-c3cccs3)nn2C1,COc1ccc(-c2cc3n(n2)CN(C(=O)NC(C)c2ccccc2)C3)s1,0.5435146093742327,10.0
101,c1ccc(CN2CCCC(Nc3ncnc4ccccc34)C2)cc1,N#Cc1cccc2c(NC3CCCN(Cc4ccc(F)cc4)C3)ncnc12,0.6716616894658841,10.0
102,O=C(NCCc1ccccc1)c1ccccc1C(=O)Nc1ccccc1,O=C(NCCc1ccccc1)c1ccccc1C(=O)Nc1ccccc1,0.5225633400993966,10.0
103,c1ccc(-c2cccc3nnnn23)cc1,CN(C)c1c(O)c(Cl)c(-c2ccc(Cl)cc2)n2nnnc12,0.5159907011221699,10.0
104,c1ccc(-c2c3ncnnc3c3ccc(OCCN4CCOCC4)cn23)cc1,CSc1nnc2c(n1)c(-c1ccc(Cl)cc1)n1cc(OCCN3CCOCC3)ccc21,0.5209734427883341,10.0
105,O=C1C(N2CCCCC2)CCN1c1cnc2ccccc2c1,O=C1C(N2CCCCC2)CCN1c1cnc2ccccc2c1,0.5182034774823702,10.0
106,O=C(NCC1CN(CC2CC2)C1)c1cc2c(Nc3ccccc3)ncnn2c1,Cc1ccc(C(F)(F)F)cc1Nc1ncnn2cc(C(=O)NCC3CN(CC4CC4)C3)cc12,0.5001825459639345,10.0
107,O=C(NCCc1n[nH]c2ccccc12)NC1CCCC1,O=C(NCCc1n[nH]c2cc(Cl)ccc12)NC1CCCC1,0.5254665138105651,10.0
108,c1ccc(NC2=C(c3cc4ccccc4s3)CCC2)cc1,NS(=O)(=O)c1ccc(NC2=C(c3cc4ccccc4s3)CCC2)cc1,0.5523726334982263,10.0
109,C(#Cc1ccccn1)c1ccc(CN2CCCCC2)cc1,C(#Cc1ccccn1)c1ccc(CN2CCCCC2)cc1,0.5718595025827667,10.0
110,O=C(Nc1ncnc2ccccc12)c1cccs1,COc1ccc2nc(C(C)(C)C)nc(NC(=O)c3ccc([N+](=O)[O-])s3)c2c1,0.581643867134343,11.0
111,C1=NC=NCN1Cc1ccc2ccccc2c1,CCCCC1N=C(N)N=C(N)N1Cc1ccc2c(F)cccc2c1,0.5874505876483482,11.0
112,O=c1cc(Cc2ccc(CCc3ccccc3)s2)cc[nH]1,CCc1c(C)[nH]c(=O)c(N)c1Cc1ccc(C(N)Cc2ccccc2)s1,0.6568546397940666,11.0
113,O=S1(=O)NCc2ccc(-c3ccccc3)cc21,N#Cc1ccc(-c2ccc3c(c2)S(=O)(=O)NC3)cc1,0.5214264016123645,11.0
114,O=S(=O)(NCc1cccs1)c1ccccc1,CCCOc1ccc(S(=O)(=O)NCc2cccs2)cc1,0.5263872764487136,11.0
115,c1ccc(C2CC3CCC2CN3)cc1,COC(=O)C1C2CCC(CN2)C1c1ccc(Cl)cc1Cl,0.5539787904311102,11.0
116,c1ccc(-c2n[nH]c3cc(NC4CCNCC4)ccc23)cc1,Clc1ccc(-c2n[nH]c3cc(NC4CCNCC4)ccc23)cc1,0.5551184329377824,11.0
117,O=C1CCc2cc(OCc3ccccn3)ccc2N1,CN1C(=O)CCc2cc(OCc3ccc(F)cn3)ccc21,0.5205704514013771,11.0
118,c1ccc(Nc2nc(-c3ccncc3)cs2)cc1,CS(=O)(=O)c1cccc(Nc2nc(-c3ccncc3)cs2)c1,0.5465947321833193,11.0
119,O=c1cc(N2CCOCC2)oc2c1ccc1sc3c(c12)CCCC3,Cc1c(C)c2c(=O)cc(N3CCOCC3)oc2c2c3c(sc12)CCCC3,0.5671749946860515,11.0
120,O=C(CN1CCCC1)N1CCc2nc(N3CCCC3c3ccccc3)ccc21,CC(=O)NC1CCN(CC(=O)N2CCc3nc(N4CCCC4c4ccc(F)cc4F)ccc32)C1,0.6274343348573015,12.0
121,c1cc(-c2nc3c(c(NCC4CC4)n2)CN3)ncn1,CCNC(=O)N1Cc2c(NC(C)C3CC3)nc(-c3ccnc(OC)n3)nc21,0.5017247049902912,12.0
122,O=C(OCCN1Cc2ccccc2C1)N1CCC2CC21,N#CC1CC2CC2N1C(=O)OCCN1Cc2ccccc2C1,0.5050985193661953,12.0
